file_path,commit_count,additions,deletions,total_churn,unique_contributors,active_days,first_commit_date,last_commit_date,days_since_last_touch,avg_churn_per_commit,ownership_concentration,bugfix_commit_count,bugfix_commit_ratio,churn_burstiness
src/frontend/package-lock.json,38,4297,2232,6529,3,29,2025-11-14,2026-04-16,8,171.81578947368422,0.7105263157894737,0,0.0,0.3276152550160821
src/backend/uv.lock,15,2850,469,3319,4,14,2026-03-10,2026-04-23,1,221.26666666666668,0.4,1,0.06666666666666667,0.712564025308828
src/frontend/src/features/recording/components/TranscriptSidePanel.tsx,18,691,754,1445,2,10,2025-12-12,2026-04-16,8,80.27777777777777,0.9444444444444444,0,0.0,0.3342560553633218
src/frontend/src/features/rooms/livekit/components/effects/EffectsConfiguration.tsx,12,928,384,1312,3,6,2025-11-13,2026-03-19,36,109.33333333333333,0.3333333333333333,1,0.08333333333333333,0.6692073170731707
src/mail/package-lock.json,20,808,396,1204,2,19,2025-11-14,2026-04-16,8,60.2,0.95,0,0.0,0.9352159468438538
src/summary/summary/core/celery_worker.py,15,577,438,1015,4,13,2025-10-22,2026-04-02,22,67.66666666666667,0.5333333333333333,1,0.06666666666666667,0.29261083743842364
src/backend/core/tests/test_external_api_rooms.py,11,907,92,999,1,8,2025-11-20,2026-03-28,27,90.81818181818181,1.0,1,0.09090909090909091,0.5085085085085085
src/backend/locale/fr_FR/LC_MESSAGES/django.po,7,528,360,888,2,7,2025-11-13,2026-03-11,44,126.85714285714286,0.7142857142857143,0,0.0,0.2713963963963964
src/backend/locale/de_DE/LC_MESSAGES/django.po,7,523,357,880,2,7,2025-11-13,2026-03-11,44,125.71428571428571,0.7142857142857143,0,0.0,0.27386363636363636
src/backend/locale/nl_NL/LC_MESSAGES/django.po,7,522,356,878,2,7,2025-11-13,2026-03-11,44,125.42857142857143,0.7142857142857143,0,0.0,0.2744874715261959
src/backend/locale/en_US/LC_MESSAGES/django.po,7,521,354,875,2,7,2025-11-13,2026-03-11,44,125.0,0.7142857142857143,0,0.0,0.27885714285714286
src/frontend/src/features/recording/components/ScreenRecordingSidePanel.tsx,15,356,408,764,2,7,2025-12-12,2026-03-06,49,50.93333333333333,0.9333333333333333,0,0.0,0.36387434554973824
src/backend/core/tests/rooms/test_api_rooms_rename_toggle.py,3,605,31,636,1,2,2026-04-03,2026-04-08,16,212.0,1.0,1,0.3333333333333333,0.7279874213836478
src/sdk/package-lock.json,20,362,263,625,2,18,2025-11-14,2026-04-16,8,31.25,0.9,0,0.0,0.8416
src/frontend/src/locales/de/rooms.json,41,368,223,591,4,21,2025-11-13,2026-03-27,28,14.414634146341463,0.4634146341463415,2,0.04878048780487805,0.39593908629441626
src/backend/core/api/viewsets.py,18,508,56,564,4,13,2025-12-29,2026-04-16,8,31.333333333333332,0.7777777777777778,2,0.1111111111111111,0.6063829787234043
src/helm/meet/values.yaml,10,483,59,542,6,9,2025-10-20,2026-04-07,17,54.2,0.3,1,0.1,0.27121771217712176
src/backend/core/tests/services/test_jwt_service.py,1,541,0,541,1,1,2026-04-02,2026-04-02,22,541.0,1.0,0,0.0,1.0
CHANGELOG.md,171,358,54,412,13,70,2025-08-08,2026-04-23,1,2.409356725146199,0.47368421052631576,23,0.13450292397660818,0.02669902912621359
src/summary/summary/core/file_service.py,9,368,32,400,3,8,2025-12-30,2026-04-23,1,44.44444444444444,0.4444444444444444,1,0.1111111111111111,0.3325
docs/resource_server.yaml,2,394,0,394,1,2,2025-11-24,2026-03-24,31,197.0,1.0,0,0.0,0.9974619289340102
src/backend/core/tests/rooms/test_api_rooms_start_recording.py,2,393,0,393,2,2,2026-03-03,2026-04-07,17,196.5,0.5,0,0.0,0.7760814249363868
src/backend/core/tests/files/test_api_files_create.py,3,386,1,387,2,3,2026-02-26,2026-03-10,45,129.0,0.6666666666666666,0,0.0,0.834625322997416
src/frontend/src/locales/fr/rooms.json,42,264,120,384,3,21,2025-11-13,2026-03-27,28,9.142857142857142,0.47619047619047616,2,0.047619047619047616,0.10677083333333333
src/agents/metadata_collector.py,1,382,0,382,1,1,2026-04-07,2026-04-07,17,382.0,1.0,0,0.0,1.0
src/frontend/src/locales/en/rooms.json,41,255,111,366,3,20,2025-11-13,2026-03-27,28,8.926829268292684,0.4878048780487805,2,0.04878048780487805,0.11202185792349727
src/frontend/src/features/recording/components/RecordingStateToast.tsx,7,142,215,357,2,5,2025-12-31,2026-01-28,86,51.0,0.7142857142857143,0,0.0,0.4117647058823529
src/frontend/src/locales/nl/rooms.json,40,249,105,354,3,20,2025-11-13,2026-03-27,28,8.85,0.475,2,0.05,0.11016949152542373
src/frontend/src/features/rooms/livekit/prefabs/VideoConference.tsx,13,177,150,327,2,7,2025-12-31,2026-03-25,30,25.153846153846153,0.5384615384615384,0,0.0,0.2691131498470948
src/helm/env.d/dev/values.meet.yaml.gotmpl,6,9,293,302,2,6,2026-01-03,2026-03-25,30,50.333333333333336,0.6666666666666666,1,0.16666666666666666,0.9602649006622517
src/backend/core/api/serializers.py,9,265,25,290,2,8,2025-12-16,2026-04-16,8,32.22222222222222,0.8888888888888888,1,0.1111111111111111,0.5379310344827586
docs/installation/compose.md,7,256,20,276,5,6,2025-07-25,2026-03-10,45,39.42857142857143,0.2857142857142857,4,0.5714285714285714,0.822463768115942
src/frontend/src/stores/accessibility.ts,5,214,59,273,1,3,2026-01-07,2026-03-10,45,54.6,1.0,0,0.0,0.336996336996337
src/backend/core/tests/files/test_api_files_upload_ended.py,1,272,0,272,1,1,2026-02-26,2026-02-26,57,272.0,1.0,0,0.0,1.0
src/backend/core/external_api/authentication.py,4,212,55,267,1,4,2025-11-20,2026-03-11,44,66.75,1.0,0,0.0,0.6554307116104869
src/helm/env.d/dev-keycloak/values.meet.yaml.gotmpl,18,163,101,264,4,16,2025-12-12,2026-04-07,17,14.666666666666666,0.5555555555555556,2,0.1111111111111111,0.4356060606060606
src/backend/core/tests/rooms/test_api_rooms_participants_management.py,4,223,41,264,1,3,2026-03-02,2026-04-08,16,66.0,1.0,3,0.75,0.6136363636363636
.github/workflows/docker-hub.yml,10,158,90,248,3,8,2025-07-31,2026-03-18,37,24.8,0.7,0,0.0,0.2661290322580645
src/frontend/src/features/rooms/livekit/components/controls/ReactionsToggle.tsx,4,85,156,241,2,4,2026-01-09,2026-03-25,30,60.25,0.75,0,0.0,0.6597510373443983
src/frontend/src/features/rooms/livekit/components/ReactionPortal.tsx,8,116,123,239,2,5,2026-01-07,2026-03-25,30,29.875,0.875,1,0.125,0.36401673640167365
src/frontend/src/features/rooms/livekit/components/Tools.tsx,8,113,121,234,2,6,2025-12-12,2026-03-19,36,29.25,0.625,1,0.125,0.36752136752136755
src/frontend/src/features/recording/components/ControlsButton.tsx,6,203,28,231,1,5,2025-12-31,2026-01-08,106,38.5,1.0,1,0.16666666666666666,0.5021645021645021
src/backend/pyproject.toml,42,118,108,226,6,36,2025-08-08,2026-04-23,1,5.380952380952381,0.6190476190476191,3,0.07142857142857142,0.24778761061946902
src/backend/core/tests/files/test_api_files_list_filters.py,1,216,0,216,1,1,2026-02-26,2026-02-26,57,216.0,1.0,0,0.0,1.0
src/frontend/src/features/subtitle/component/Subtitles.tsx,6,115,97,212,2,4,2026-01-23,2026-03-10,45,35.333333333333336,0.6666666666666666,0,0.0,0.7264150943396226
