file_path,commit_count,additions,deletions,total_churn,unique_contributors,active_days,first_commit_date,last_commit_date,days_since_last_touch,avg_churn_per_commit,ownership_concentration,bugfix_commit_count,bugfix_commit_ratio,churn_burstiness
AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.kt,28,645,823,1468,4,14,2026-01-05,2026-03-12,20,52.42857142857143,0.8928571428571429,7,0.25,0.2731607629427793
tools/localization/yarn.lock,9,559,576,1135,1,9,2026-01-21,2026-03-27,5,126.11111111111111,1.0,0,0.0,0.9374449339207048
AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserFragment.kt,19,513,97,610,4,14,2025-12-01,2026-03-23,9,32.10526315789474,0.7894736842105263,9,0.47368421052631576,0.2934426229508197
AnkiDroid/src/main/res/values-hr/02-strings.xml,10,267,261,528,1,10,2026-01-28,2026-03-27,5,52.8,1.0,0,0.0,0.9090909090909091
AnkiDroid/src/main/java/com/ichi2/anki/FilteredDeckOptions.kt,1,0,472,472,1,1,2025-12-01,2025-12-01,121,472.0,1.0,0,0.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/filtered/FilteredDeckOptionsFragment.kt,8,411,22,433,1,3,2025-12-01,2026-03-22,10,54.125,1.0,3,0.375,0.766743648960739
AnkiDroid/src/main/java/com/ichi2/anki/filtered/FilteredDeckOptionsViewModel.kt,6,429,2,431,1,3,2025-12-01,2026-03-22,10,71.83333333333333,1.0,1,0.16666666666666666,0.7540603248259861
AnkiDroid/src/main/res/layout/fragment_filtered_deck_options.xml,5,392,29,421,1,3,2025-12-01,2026-03-22,10,84.2,1.0,2,0.4,0.8147268408551069
AnkiDroid/src/main/java/com/ichi2/ui/AppCompatPreferenceActivity.kt,1,0,404,404,1,1,2025-12-01,2025-12-01,121,404.0,1.0,0,0.0,1.0
AnkiDroid/src/test/java/com/ichi2/anki/TranslationTest.kt,1,397,0,397,1,1,2026-03-21,2026-03-21,11,397.0,1.0,0,0.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/dialogs/InsertFieldDialog.kt,6,299,84,383,1,5,2026-01-01,2026-03-22,10,63.833333333333336,1.0,1,0.16666666666666666,0.5483028720626631
AnkiDroid/src/main/res/values-hr/03-dialogs.xml,9,195,183,378,1,8,2026-01-28,2026-03-30,2,42.0,1.0,0,0.0,0.91005291005291
lint-rules/src/main/java/com/ichi2/anki/lint/rules/LayoutPrefixDetector.kt,8,223,128,351,2,3,2026-02-08,2026-03-23,9,43.875,0.875,0,0.0,0.5726495726495726
AnkiDroid/src/test/java/com/ichi2/anki/CardBrowserTest.kt,9,335,14,349,2,6,2026-01-22,2026-03-14,18,38.77777777777778,0.8888888888888888,5,0.5555555555555556,0.6275071633237822
AnkiDroid/src/main/res/values-et/10-preferences.xml,4,168,175,343,1,4,2026-02-02,2026-03-20,12,85.75,1.0,0,0.0,0.9446064139941691
AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserViewModel.kt,15,193,134,327,3,11,2026-01-05,2026-03-23,9,21.8,0.8666666666666667,5,0.3333333333333333,0.3516819571865443
AnkiDroid/src/test/java/com/ichi2/anki/filtered/FilteredDeckOptionsViewModelTest.kt,4,323,0,323,1,3,2025-12-01,2026-03-22,10,80.75,1.0,1,0.25,0.6749226006191951
AnkiDroid/src/main/java/com/ichi2/anki/browser/search/AdvancedSearchFragment.kt,3,311,3,314,1,2,2026-01-11,2026-03-22,10,104.66666666666667,1.0,0,0.0,0.8662420382165605
AnkiDroid/src/main/java/com/ichi2/anki/NoteEditorFragment.kt,8,62,239,301,3,6,2026-01-18,2026-03-23,9,37.625,0.5,4,0.5,0.7973421926910299
AnkiDroid/src/test/java/com/ichi2/anki/browser/CardBrowserViewModelTest.kt,10,267,27,294,3,7,2026-01-05,2026-03-23,9,29.4,0.8,4,0.4,0.30952380952380953
libanki/src/main/java/com/ichi2/anki/libanki/Collection.kt,10,174,120,294,2,6,2026-01-05,2026-02-01,59,29.4,0.8,1,0.1,0.3435374149659864
AnkiDroid/src/main/res/values-et/02-strings.xml,11,137,131,268,1,10,2026-02-02,2026-03-27,5,24.363636363636363,1.0,0,0.0,0.5447761194029851
AnkiDroid/src/main/java/com/ichi2/anki/servicelayer/PreferenceUpgradeService.kt,5,182,57,239,2,2,2026-01-08,2026-02-20,40,47.8,0.8,1,0.2,0.4100418410041841
AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/whiteboard/WhiteboardToolbar.kt,2,225,13,238,2,2,2026-01-31,2026-03-19,13,119.0,0.5,1,0.5,0.8739495798319328
AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/whiteboard/WhiteboardView.kt,3,127,103,230,1,2,2026-01-30,2026-02-06,54,76.66666666666667,1.0,0,0.0,0.45652173913043476
AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.kt,15,31,180,211,6,10,2025-12-01,2026-03-26,6,14.066666666666666,0.4666666666666667,2,0.13333333333333333,0.46445497630331756
AnkiDroid/src/main/res/values-et/03-dialogs.xml,10,110,98,208,1,9,2026-02-02,2026-03-30,2,20.8,1.0,0,0.0,0.6538461538461539
AnkiDroid/src/main/java/com/ichi2/anki/dialogs/InsertFieldDialogViewModel.kt,4,201,2,203,1,3,2026-01-01,2026-01-07,84,50.75,1.0,0,0.0,0.37438423645320196
AnkiDroid/src/test/java/com/ichi2/anki/dialogs/InsertFieldDialogTest.kt,2,200,0,200,1,2,2026-01-07,2026-03-19,13,100.0,1.0,1,0.5,0.935
AnkiDroid/src/main/res/values-hr/10-preferences.xml,3,95,103,198,1,3,2026-01-28,2026-03-20,12,66.0,1.0,0,0.0,0.9444444444444444
AnkiDroid/src/androidTest/java/com/ichi2/anki/tests/ContentProviderTest.kt,2,194,2,196,2,2,2026-01-23,2026-01-28,63,98.0,0.5,0,0.0,0.9795918367346939
AnkiDroid/src/test/java/com/ichi2/anki/ui/windows/reviewer/whiteboard/MultiTouchDetectorTest.kt,1,189,0,189,1,1,2026-02-06,2026-02-06,54,189.0,1.0,0,0.0,1.0
