file_path,commit_count,additions,deletions,total_churn,unique_contributors,active_days,first_commit_date,last_commit_date,days_since_last_touch,avg_churn_per_commit,ownership_concentration,bugfix_commit_count,bugfix_commit_ratio,churn_burstiness
src/frontend/package-lock.json,93,24058,17483,41541,4,71,2024-07-01,2025-10-22,1,446.6774193548387,0.7741935483870968,9,0.0967741935483871,0.18998098264365326
src/sdk/consumer/.vite/deps/react-dom_client.js,1,21712,0,21712,1,1,2025-02-10,2025-02-10,255,21712.0,1.0,0,0.0,1.0
src/frontend/yarn.lock,4,13596,7537,21133,3,4,2024-11-22,2024-12-17,310,5283.25,0.5,0,0.0,0.28670799223962523
src/sdk/package-lock.json,35,9233,2275,11508,3,31,2025-02-10,2025-10-22,1,328.8,0.8285714285714286,0,0.0,0.660670837678137
src/frontend/visio/package-lock.json,2,3499,0,3499,1,2,2024-06-24,2024-06-25,485,1749.5,1.0,0,0.0,0.9302657902257788
src/sdk/consumer/package-lock.json,2,3231,175,3406,2,2,2025-02-10,2025-05-12,164,1703.0,0.5,0,0.0,0.9486200822078684
docker/auth/realm.json,3,2685,419,3104,3,3,2024-01-09,2024-12-06,321,1034.6666666666667,0.3333333333333333,0,0.0,0.7300257731958762
src/mail/yarn.lock,2,1292,1292,2584,2,2,2024-01-09,2024-08-06,443,1292.0,0.5,0,0.0,0.5
docs/examples/keycloak.values.yaml,1,2298,0,2298,1,1,2024-12-23,2024-12-23,304,2298.0,1.0,0,0.0,1.0
src/frontend/src/features/rooms/components/Join.tsx,47,1446,662,2108,3,31,2024-07-11,2025-09-17,36,44.851063829787236,0.851063829787234,11,0.23404255319148937,0.17836812144212524
src/sdk/consumer/.vite/deps/chunk-DEZHIYJM.js,1,1908,0,1908,1,1,2025-02-10,2025-02-10,255,1908.0,1.0,0,0.0,1.0
src/mail/package-lock.json,41,1809,81,1890,2,37,2024-08-06,2025-10-22,1,46.09756097560975,0.9512195121951219,8,0.1951219512195122,0.9021164021164021
src/backend/locale/fr_FR/LC_MESSAGES/django.po,17,966,511,1477,2,9,2024-01-09,2025-07-11,104,86.88235294117646,0.9411764705882353,0,0.0,0.2132701421800948
src/frontend/src/primitives/buttonRecipe.ts,29,938,493,1431,3,24,2024-08-05,2025-09-05,48,49.3448275862069,0.6206896551724138,3,0.10344827586206896,0.3305380852550664
src/backend/locale/en_US/LC_MESSAGES/django.po,16,939,489,1428,2,9,2024-01-09,2025-07-11,104,89.25,0.9375,0,0.0,0.22058823529411764
docs/installation.md,20,825,455,1280,8,16,2024-12-23,2025-08-01,83,64.0,0.45,0,0.0,0.18203125
src/frontend/src/features/rooms/livekit/components/effects/EffectsConfiguration.tsx,24,711,506,1217,3,13,2025-01-20,2025-09-02,51,50.708333333333336,0.5833333333333334,3,0.125,0.1799506984387839
src/frontend/src/locales/de/rooms.json,119,864,333,1197,4,76,2024-07-18,2025-10-16,7,10.058823529411764,0.8907563025210085,7,0.058823529411764705,0.3433583959899749
src/backend/core/tests/services/test_lobby_service.py,4,998,105,1103,1,3,2025-02-18,2025-03-06,231,275.75,1.0,0,0.0,0.6854034451495921
