file_path,commit_count,additions,deletions,total_churn,unique_contributors,active_days,first_commit_date,last_commit_date,days_since_last_touch,avg_churn_per_commit,ownership_concentration,bugfix_commit_count,bugfix_commit_ratio,churn_burstiness
tools/localization/yarn.lock,31,16081,8830,24911,4,29,2024-08-16,2025-09-03,50,803.5806451612904,0.5161290322580645,0,0.0,0.3855324956846373
AnkiDroid/src/test/resources/anking_v11_tags.txt,1,16971,0,16971,1,1,2024-05-27,2024-05-27,514,16971.0,1.0,1,1.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.kt,165,2859,3662,6521,19,96,2023-12-04,2025-10-11,12,39.52121212121212,0.5636363636363636,30,0.18181818181818182,0.16147830087409906
AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.kt,167,2117,2219,4336,26,103,2023-12-04,2025-10-03,20,25.964071856287426,0.3413173652694611,33,0.19760479041916168,0.20018450184501846
AnkiDroid/src/main/java/com/ichi2/anki/NoteEditor.kt,93,2048,1445,3493,14,68,2024-05-02,2025-07-05,110,37.55913978494624,0.22580645161290322,20,0.21505376344086022,0.2874320068708846
AnkiDroid/src/main/java/com/ichi2/anki/dialogs/customstudy/CustomStudyDialog.kt,55,1305,1094,2399,10,34,2024-02-28,2025-10-15,8,43.61818181818182,0.5454545454545454,10,0.18181818181818182,0.10796165068778658
AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserViewModel.kt,84,1615,751,2366,12,54,2024-04-26,2025-09-08,45,28.166666666666668,0.7857142857142857,16,0.19047619047619047,0.11665257819103973
AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/ReviewerFragment.kt,110,1473,745,2218,7,62,2024-04-27,2025-10-09,14,20.163636363636364,0.9181818181818182,16,0.14545454545454545,0.10279531109107304
AnkiDroid/src/main/java/com/ichi2/anki/CardTemplateEditor.kt,62,1234,757,1991,15,50,2024-05-02,2025-09-10,43,32.11290322580645,0.24193548387096775,17,0.27419354838709675,0.2179809141135108
AnkiDroid/src/test/java/com/ichi2/anki/CardBrowserTest.kt,67,1173,734,1907,12,45,2024-04-26,2025-08-07,77,28.46268656716418,0.6417910447761194,5,0.07462686567164178,0.2747771368641846
tools/localization/.yarn/releases/yarn-4.5.3.cjs,2,934,934,1868,1,2,2024-12-02,2025-07-31,84,934.0,1.0,0,0.0,0.5
AnkiDroid/src/main/assets/changelog.html,4,1798,9,1807,1,4,2024-05-13,2025-07-25,90,451.75,1.0,0,0.0,0.5024903154399557
AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.kt,70,939,738,1677,16,49,2023-12-04,2025-10-12,11,23.957142857142856,0.3142857142857143,13,0.18571428571428572,0.28920691711389385
AnkiDroid/src/main/java/com/ichi2/anki/multimedia/MultimediaImageFragment.kt,28,1212,402,1614,7,21,2024-06-13,2025-06-27,118,57.642857142857146,0.4642857142857143,11,0.39285714285714285,0.26332094175960347
AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/ReviewerViewModel.kt,98,1153,435,1588,8,57,2024-04-27,2025-09-23,30,16.20408163265306,0.7959183673469388,10,0.10204081632653061,0.163727959697733
AnkiDroid/src/test/java/com/ichi2/anki/browser/CardBrowserViewModelTest.kt,46,1431,144,1575,6,37,2024-04-26,2025-08-10,74,34.23913043478261,0.8260869565217391,5,0.10869565217391304,0.11174603174603175
AnkiDroid/src/androidTest/java/com/ichi2/anki/tests/ContentProviderTest.kt,35,846,625,1471,8,26,2023-12-04,2025-07-28,87,42.02857142857143,0.5142857142857142,4,0.11428571428571428,0.2080217539089055
AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserFragment.kt,44,1225,177,1402,3,14,2025-06-09,2025-09-13,40,31.863636363636363,0.9545454545454546,6,0.13636363636363635,0.1804564907275321
libanki/src/main/java/com/ichi2/anki/libanki/Collection.kt,27,1063,308,1371,1,8,2025-06-17,2025-09-07,46,50.77777777777778,1.0,0,0.0,0.15681983953318746
AnkiDroid/src/main/java/com/ichi2/anki/instantnoteeditor/InstantNoteEditorActivity.kt,24,923,247,1170,6,20,2024-05-14,2025-10-17,6,48.75,0.5416666666666666,3,0.125,0.4076923076923077
AnkiDroid/src/main/res/layout/reviewer2.xml,30,700,409,1109,2,24,2024-05-22,2025-08-10,74,36.96666666666667,0.9666666666666667,7,0.23333333333333334,0.24887285843101895
