file_path,commit_count,additions,deletions,total_churn,unique_contributors,active_days,first_commit_date,last_commit_date,days_since_last_touch,avg_churn_per_commit,ownership_concentration,bugfix_commit_count,bugfix_commit_ratio,churn_burstiness
tools/localization/yarn.lock,3,649,489,1138,1,3,2026-03-10,2026-04-15,9,379.3333333333333,1.0,0,0.0,0.9753954305799648
tools/localization/.yarn/releases/yarn-4.10.3.cjs,1,0,942,942,1,1,2026-03-10,2026-03-10,45,942.0,1.0,0,0.0,1.0
tools/localization/.yarn/releases/yarn-4.13.0.cjs,1,940,0,940,1,1,2026-03-10,2026-03-10,45,940.0,1.0,0,0.0,1.0
AnkiDroid/src/test/java/com/ichi2/anki/reviewreminders/ReviewRemindersDatabaseTest.kt,4,511,297,808,1,4,2026-01-30,2026-02-16,67,202.0,1.0,1,0.25,0.5767326732673267
AnkiDroid/src/androidTest/java/com/ichi2/anki/tests/ContentProviderTest.kt,3,743,0,743,1,3,2026-03-25,2026-04-18,6,247.66666666666666,1.0,0,0.0,0.4791386271870794
AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ReviewRemindersDatabase.kt,6,297,238,535,2,6,2026-01-30,2026-04-17,7,89.16666666666667,0.8333333333333334,1,0.16666666666666666,0.48785046728971965
AnkiDroid/src/test/java/com/ichi2/anki/services/NotificationServiceTest.kt,3,201,265,466,1,3,2026-02-02,2026-04-12,12,155.33333333333334,1.0,1,0.3333333333333333,0.8090128755364807
AnkiDroid/src/main/java/com/ichi2/anki/browser/search/StandardSearchFragment.kt,9,401,57,458,1,5,2026-01-19,2026-03-12,43,50.888888888888886,1.0,0,0.0,0.24672489082969432
AnkiDroid/src/main/java/com/ichi2/anki/model/FieldFilters.kt,1,453,0,453,1,1,2026-03-20,2026-03-20,35,453.0,1.0,0,0.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/multiprofile/ProfileManager.kt,6,418,20,438,1,5,2025-12-20,2026-04-17,7,73.0,1.0,0,0.0,0.7100456621004566
AnkiDroid/src/main/java/com/ichi2/anki/tags/ManageTagsViewModel.kt,5,401,36,437,2,3,2026-03-25,2026-04-23,1,87.4,0.8,3,0.6,0.8215102974828375
AnkiDroid/src/test/java/com/ichi2/anki/tags/FlattenTreeTest.kt,2,418,1,419,1,2,2026-03-25,2026-04-20,4,209.5,1.0,0,0.0,0.9952267303102625
AnkiDroid/src/main/java/com/ichi2/anki/browser/search/CardBrowserSearchViewModel.kt,11,358,46,404,1,5,2026-01-21,2026-03-12,43,36.72727272727273,1.0,0,0.0,0.25495049504950495
AnkiDroid/src/test/java/com/ichi2/anki/tags/ManageTagsViewModelTest.kt,2,395,8,403,1,2,2026-03-25,2026-04-20,4,201.5,1.0,0,0.0,0.9602977667493796
AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserFragment.kt,20,309,84,393,2,11,2026-01-19,2026-04-12,12,19.65,0.95,1,0.05,0.2900763358778626
AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ReminderTroubleshootingFragment.kt,3,383,2,385,1,1,2026-03-28,2026-03-28,27,128.33333333333334,1.0,0,0.0,0.43116883116883115
AnkiDroid/src/test/java/com/ichi2/anki/browser/search/CardBrowserSearchViewModelTest.kt,6,324,33,357,1,3,2026-01-21,2026-03-05,50,59.5,1.0,0,0.0,0.48179271708683474
AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.kt,20,105,221,326,6,10,2025-12-22,2026-04-18,6,16.3,0.6,7,0.35,0.27300613496932513
AnkiDroid/src/test/java/com/ichi2/anki/reviewreminders/ReminderTroubleshootingViewModelTest.kt,6,298,25,323,1,1,2026-03-28,2026-03-28,27,53.833333333333336,1.0,0,0.0,0.37770897832817335
AnkiDroid/src/main/java/com/ichi2/anki/analytics/AnalyticsConstants.kt,1,292,0,292,1,1,2026-04-08,2026-04-08,16,292.0,1.0,0,0.0,1.0
AnkiDroid/src/test/java/com/ichi2/anki/multiprofile/ProfileManagerTest.kt,4,278,12,290,1,4,2025-12-20,2026-04-09,15,72.5,1.0,0,0.0,0.603448275862069
AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/ReviewerViewModel.kt,4,161,124,285,1,3,2026-01-08,2026-04-23,1,71.25,1.0,2,0.5,0.8456140350877193
AnkiDroid/src/test/java/com/ichi2/anki/model/FieldFilterChainTest.kt,1,274,0,274,1,1,2026-03-20,2026-03-20,35,274.0,1.0,0,0.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/analytics/UsageAnalytics.kt,1,1,266,267,1,1,2026-04-08,2026-04-08,16,267.0,1.0,0,0.0,1.0
AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ReminderTroubleshootingViewModel.kt,6,252,10,262,1,1,2026-03-28,2026-03-28,27,43.666666666666664,1.0,0,0.0,0.4389312977099237
AnkiDroid/src/test/java/com/ichi2/anki/services/AlarmManagerServiceTest.kt,2,223,37,260,1,2,2026-02-02,2026-02-16,67,130.0,1.0,0,0.0,0.9230769230769231
api/src/main/java/com/ichi2/anki/FlashCardsContract.kt,3,256,0,256,1,3,2026-03-25,2026-04-18,6,85.33333333333333,1.0,0,0.0,0.40625
